escenario,epsilon,epsilon_gastado,brecha,exactitud_dentro,exactitud_fuera,mia_auc,mia_tpr_1pct,mia_tpr_01pct,segundos
sin DP,inf,inf,0.40735209649626664,0.8967643116982579,0.48941221520199124,0.7338999628625342,0.016133939901089234,0.001613393990108923,18.037541101298604
eps=0.5,0.5,0.49374410385508843,-0.0008807198927820448,0.5582615355159869,0.5591422554087689,0.5014674038734036,0.007581849511774842,0.0005743825387708214,40.12138563600214
eps=1,1.0,0.9968434146502975,0.0054374880336971465,0.5657285085200078,0.5602910204863106,0.5028596464429687,0.007926479035037334,0.0006892590465249856,41.2587824720346
eps=2,2.0,1.9938956498720488,0.01229178632969552,0.5735401110472909,0.5612483247175953,0.5050439980543796,0.007849894696534559,0.0005630863488416618,39.33325529971626
eps=4,4.0,3.9945041214762593,0.017346352670878806,0.5818878039440935,0.5645414512732146,0.5085560190132387,0.008194524219797052,0.0004977982002680451,40.44611743426261
eps=8,8.0,7.993595489646676,0.02523453953666477,0.5921118131342141,0.5668772735975494,0.5141533730045486,0.007849894696534559,0.0006126747080222094,41.263258361335225
eps=16,16.0,15.996976899580812,0.03641585295807004,0.6022209458165805,0.5658050928585104,0.5222581712596925,0.007773310358031783,0.0005743825387708214,41.7533497257391
