escenario,fpr,tpr
eps=1,0.2372199885123492,0.23940264215967835
eps=1,0.24135554279149915,0.24457208500861574
eps=1,0.24675473865594486,0.2488225157955198
eps=1,0.2521539345203906,0.25491097070649055
eps=1,0.2568638713383113,0.25858701895462377
eps=1,0.263641585295807,0.2638713383113153
eps=1,0.2684663986214819,0.2688110281447444
eps=1,0.27283170591614014,0.2726019529006318
eps=1,0.2777713957495692,0.27627800114876505
eps=1,0.28248133256749,0.28431935669155656
eps=1,0.2871912693854107,0.28960367604824816
eps=1,0.29236071223434806,0.29431361286616886
eps=1,0.297874784606548,0.29890867317633546
eps=1,0.3020103388856979,0.30407811602527285
eps=1,0.30821367030442276,0.3084434233199311
eps=1,0.312578977599081,0.31430212521539347
eps=1,0.3176335439402642,0.31855255600229754
eps=1,0.3234922458357266,0.3247558874210224
eps=1,0.32877656519241816,0.32877656519241816
eps=1,0.3327972429638139,0.33543940264215966
eps=1,0.3383113153360138,0.3404939689833429
eps=1,0.3427914991384262,0.344744399770247
eps=1,0.34738655944859276,0.3499138426191844
eps=1,0.35255600229753015,0.3543940264215968
eps=1,0.3582998276852384,0.35772544514646754
eps=1,0.3639287765651924,0.3628948879954049
eps=1,0.3694428489373923,0.36898334290637563
eps=1,0.3749569213095922,0.37472716829408387
eps=1,0.38047099368179205,0.3795519816197588
eps=1,0.38483630097645033,0.3841470419299253
eps=1,0.38920160827110856,0.38759333716255023
eps=1,0.3939115450890293,0.3932222860425043
eps=1,0.3987363584147042,0.3981619758759334
eps=1,0.4025272831705916,0.40390580126364156
eps=1,0.407007466973004,0.4098793796668581
eps=1,0.41263641585295807,0.4137851809304997
eps=1,0.41711659965537046,0.4189546237794371
eps=1,0.42205628948879953,0.423090178058587
eps=1,0.42619184376794944,0.4280298678920161
eps=1,0.4333141872487076,0.43228029867892015
eps=1,0.4387133831131534,0.43641585295807006
eps=1,0.4431935669155658,0.4411257897759908
eps=1,0.4484778862722573,0.44618035611717405
eps=1,0.45284319356691555,0.4511200459506031
eps=1,0.4585870189546238,0.45605973578403214
eps=1,0.4642159678345778,0.46260769672601953
eps=1,0.4685812751292361,0.4690407811602527
eps=1,0.47386559448592763,0.47352096496266516
eps=1,0.479035037334865,0.4784606547960942
eps=1,0.4837449741527858,0.48512349224583573
eps=1,0.4884549109707065,0.49052268811028144
eps=1,0.4923607122343481,0.49465824238943135
eps=1,0.49787478460654794,0.49948305571510626
eps=1,0.5017805858701896,0.5037334865020103
eps=1,0.5061458931648478,0.5093624353819644
eps=1,0.5103963239517518,0.5148765077541643
eps=1,0.5167145318782309,0.5199310740953476
eps=1,0.5215393452039058,0.5256748994830557
eps=1,0.5270534175761057,0.5301550832854681
eps=1,0.5322228604250431,0.5364732912119472
eps=1,0.5372774267662263,0.5414129810453763
eps=1,0.541987363584147,0.5456634118322803
eps=1,0.5466973004020678,0.5502584721424468
eps=1,0.5508328546812177,0.5547386559448593
eps=1,0.5554279149913842,0.5602527283170592
eps=1,0.5617461229178633,0.5643882825962091
eps=1,0.5655370476737507,0.569213095921884
eps=1,0.570591614014934,0.5730040206777713
eps=1,0.5749569213095922,0.5774842044801838
eps=1,0.5805858701895462,0.5831131533601378
eps=1,0.5850660539919587,0.5871338311315336
eps=1,0.5903503733486501,0.5924181504882251
eps=1,0.5946008041355543,0.5998851234922459
eps=1,0.6003446295232625,0.6039058012636416
eps=1,0.6047099368179207,0.6091901206203332
eps=1,0.6093049971280873,0.6133256748994831
eps=1,0.6152785755313038,0.6190695002871913
eps=1,0.6219414129810453,0.6249282021826537
eps=1,0.6260769672601952,0.6305571510626077
eps=1,0.6305571510626077,0.6343480758184952
eps=1,0.6349224583572659,0.6389431361286617
eps=1,0.6396323951751867,0.6425043078690408
eps=1,0.6437679494543366,0.6479035037334865
eps=1,0.6483630097645031,0.6523836875358989
eps=1,0.6519241815048823,0.6583572659391155
eps=1,0.6576680068925904,0.665020103388857
eps=1,0.6635267087880529,0.6695002871912694
eps=1,0.6677771395749569,0.674095347501436
eps=1,0.6726019529006318,0.679035037334865
eps=1,0.6761631246410109,0.6837449741527858
eps=1,0.6816771970132108,0.6882251579551981
eps=1,0.6876507754164274,0.6932797242963814
eps=1,0.6910970706490522,0.6985640436530729
eps=1,0.695117748420448,0.704192992533027
eps=1,0.7001723147616312,0.7076392877656519
eps=1,0.7054566341183228,0.7126938541068352
eps=1,0.7100516944284894,0.7176335439402642
eps=1,0.7133831131533601,0.7216542217116599
eps=1,0.7177484204480183,0.7257897759908098
eps=1,0.7229178632969557,0.7323377369327972
eps=1,0.7284319356691557,0.7369327972429638
eps=1,0.7327972429638139,0.7417576105686388
eps=1,0.7369327972429638,0.7469270534175761
eps=1,0.7421022400919012,0.7515221137277427
eps=1,0.7469270534175761,0.7556576680068926
eps=1,0.7515221137277427,0.7612866168868466
