epsilon,error,error_p95,pct_indefinidas
0.05,10.505871984794673,11.472582763246615,0.08333333333333334
0.1,7.340613516220636,8.052907852469753,0.019230769230769232
0.25,4.052395441074278,4.492027581489914,0.0
0.5,2.3590846153467298,2.6488349661710684,0.0
1.0,1.2931010466216264,1.4844024546713936,0.0
2.0,0.6726320785916353,0.7734465610436629,0.0
4.0,0.33696469612539975,0.38859120187885055,0.0
8.0,0.16974035519811873,0.19437956786380187,0.0
16.0,0.08603854530810877,0.09895196999603956,0.0
